"""S/N""","""E-waste Collection Points""","""Collection Type""","""Location""","""Postal Code""","""poster""","""Remarks""","""Website""","""lat""","""lng"""
577,"""POPULAR SINGAPORE @ PARKWAY PARADE""","""3. Manned Collection (Contact staff for disp""","""80 MARINE PARADE ROAD, PARKWAY PARADE, #B-70/71""",449269,449269,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.30106068,103.9053395
578,"""POPULAR SINGAPORE @ PAYA LEBAR QUARTER (PLQ)""","""3. Manned Collection (Contact staff for disp""","""10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER, #03-01/02/03""",409057,409057,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.317561159,103.8928367
579,"""POPULAR SINGAPORE @ SELETAR MALL""","""3. Manned Collection (Contact staff for disp""","""33 SENGKANG WEST AVENUE, SELETAR MALL, #03-06 TO 09""",797653,797653,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.391315491,103.8762132
580,"""POPULAR SINGAPORE @ TAMPINES MALL""","""3. Manned Collection (Contact staff for disp""","""4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-17""",529510,529510,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.352504683,103.9446826
581,"""POPULAR SINGAPORE @ TIONG BAHRU PLAZA""","""3. Manned Collection (Contact staff for disp""","""302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #03-115""",168732,168732,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.286463454,103.8269351
582,"""POPULAR SINGAPORE @ UNITED SQUARE""","""3. Manned Collection (Contact staff for disp""","""101 THOMSON ROAD, UNITED SQUARE, #02-22/25""",307591,307591,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.317334643,103.8434632
584,"""POPULAR SINGAPORE @ WEST MALL""","""3. Manned Collection (Contact staff for disp""","""1 BUKIT BATOK CENTRAL LINK, WEST MALL, #04-02""",658713,658713,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.350375416,103.7491239
585,"""POPULAR SINGAPORE @ WESTGATE""","""3. Manned Collection (Contact staff for disp""","""3 GATEWAY DRIVE, WESTGATE, #04-26/27""",608532,608532,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.33415752,103.7427665
586,"""POPULAR SINGAPORE @ WHITE SANDS""","""3. Manned Collection (Contact staff for disp""","""1 PASIR RIS CENTRAL STREET 3, WHITE SANDS, #04-12/13""",518457,518457,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.372287616,103.9497339
587,"""SONY @ 313 SOMERSET""","""3. Manned Collection (Contact staff for disp""","""313 ORCHARD ROAD, 313 SOMERSET, #02-28""",238895,238895,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.301014364,103.8383607
588,"""SONY @ NEX""","""3. Manned Collection (Contact staff for disp""","""23 SERANGOON CENTRAL, NEX, #03-21""",556083,556083,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.350675514,103.8718616
589,"""SONY @ WISMA ATRIA""","""3. Manned Collection (Contact staff for disp""","""435 ORCHARD ROAD, WISMA ATRIA, #03-01""",238877,238877,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.303698907,103.8331896
590,"""STARHUB @ PLAZA SINGAPURA""","""3. Manned Collection (Contact staff for disp""","""68 ORCHARD ROAD, STARHUB @ PLAZA SINGAPURA, #01-36, IN-STORE""",238839,238839,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.300820718,103.8450673
591,"""STARHUB @ TAMPINES CENTRAL""","""3. Manned Collection (Contact staff for disp""","""4 TAMPINES CENTRAL 5, STARHUB @ TAMPINES, #02-27, IN-STORE""",529510,529510,"""E-waste accepted: ICT equipment and Batteries only""","""https://alba-ewaste.sg""",1.352504683,103.9446826
592,"""COURTS @ FUNAN""","""3. Manned Collection (Contact staff for disp""","""107 NORTH BRIDGE ROAD, FUNAN, #03-01""",179105,179105,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.291347597,103.8499898
593,"""COURTS @ LOT ONE""","""3. Manned Collection (Contact staff for disp""","""21 CHOA CHU KANG AVE 4, LOT ONE, #03-01""",689812,689812,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.385068365,103.7449504
594,"""COURTS @ SIM LIAN BUILDING""","""3. Manned Collection (Contact staff for disp""","""205 UPPER BUKIT TIMAH ROAD, SIM LIAN BUILDING""",588181,588181,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.344491554,103.7743211
595,"""COURTS @ TAMPINES MALL""","""3. Manned Collection (Contact staff for disp""","""4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-16/16A""",529510,529510,"""E-waste accepted: ICT equipment, Batteries and Lamps only""","""https://alba-ewaste.sg""",1.352504683,103.9446826
596,"""SHELL ALEXANDRA""","""4. Non-regulated products recycling""","""358 ALEXANDRA ROAD""",159950,159950,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.290669962,103.8068551
597,"""SHELL ANG MO KIO""","""4. Non-regulated products recycling""","""3535 ANG MO KIO AVENUE 6""",569839,569839,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.367799814,103.84475
598,"""SHELL BOON LAY""","""4. Non-regulated products recycling""","""2 BOON LAY AVENUE""",649960,649960,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.343959836,103.7077882
599,"""SHELL BRADDELL""","""4. Non-regulated products recycling""","""110 BRADDELL ROAD""",359914,359914,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.344583529,103.8645579
600,"""SHELL BUKIT BATOK (AVE 3)""","""4. Non-regulated products recycling""","""11 BUKIT BATOK WEST AVENUE 3""",659166,659166,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.350227426,103.7384331
601,"""SHELL BUKIT BATOK (AVE 6)""","""4. Non-regulated products recycling""","""28 BUKIT BATOK EAST AVENUE 6""",659760,659760,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.347626724,103.7648885
602,"""SHELL CHOA CHU KANG""","""4. Non-regulated products recycling""","""20 CHOA CHU KANG DRIVE""",689717,689717,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.385605526,103.7464818
603,"""SHELL EAST COAST""","""4. Non-regulated products recycling""","""338 EAST COAST ROAD""",428961,428961,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.308211829,103.909783
604,"""SHELL HAVELOCK""","""4. Non-regulated products recycling""","""548 HAVELOCK ROAD""",169637,169637,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.289846869,103.8324148
605,"""SHELL JURONG WEST""","""4. Non-regulated products recycling""","""21 JURONG WEST AVENUE 5""",649481,649481,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.350086666,103.7012136
606,"""SHELL MARSILING""","""4. Non-regulated products recycling""","""10 MARSILING ROAD""",739109,739109,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.438325338,103.7754157
607,"""SHELL NEWTON HOOPER""","""4. Non-regulated products recycling""","""150 BUKIT TIMAH ROAD""",229846,229846,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.311305266,103.8431747
608,"""SHELL PASIR RIS""","""4. Non-regulated products recycling""","""1 NEW LOYANG LINK""",506931,506931,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.365762941,103.9672385
609,"""SHELL PAYA LEBAR""","""4. Non-regulated products recycling""","""98 PAYA LEBAR ROAD""",409008,409008,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.32175499,103.8916491
610,"""SHELL PAYA LEBAR MACPHERSON""","""4. Non-regulated products recycling""","""255 PAYA LEBAR ROAD""",409037,409037,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.331765464,103.8888987
611,"""SHELL SERANGOON GARDEN""","""4. Non-regulated products recycling""","""49 SERANGOON GARDEN WAY""",555944,555944,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.363282088,103.8672595
612,"""SHELL SIGLAP""","""4. Non-regulated products recycling""","""40 UPPER EAST COAST ROAD""",455212,455212,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.312552974,103.926541
613,"""SHELL SIMPANG BEDOK""","""4. Non-regulated products recycling""","""331 BEDOK ROAD""",469504,469504,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.330861444,103.9475882
614,"""SHELL TAMPINES""","""4. Non-regulated products recycling""","""9 TAMPINES AVENUE 2""",529731,529731,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.349228763,103.9477044
615,"""SHELL THOMSON""","""4. Non-regulated products recycling""","""324 THOMSON ROAD""",307672,307672,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.324191511,103.8421664
616,"""SHELL TIONG BAHRU""","""4. Non-regulated products recycling""","""603 TIONG BAHRU ROAD""",158788,158788,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.288374253,103.8195173
617,"""SHELL TOA PAYOH""","""4. Non-regulated products recycling""","""248 TOA PAYOH LORONG 1""",319755,319755,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.341089646,103.8489006
618,"""SHELL WOODLANDS""","""4. Non-regulated products recycling""","""20 WOODLANDS AVENUE 9""",738954,738954,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.444311655,103.7900674
619,"""SHELL YISHUN""","""4. Non-regulated products recycling""","""1 YISHUN STREET 11""",768642,768642,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.facebook.com/metalosg/""",1.430802057,103.8330112
620,"""ANG MO KIO HUB""","""4. Non-regulated products recycling""","""53 ANG MO KIO AVENUE 3, AMK HUB, #03-13""",569933,569933,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.369236276,103.8487222
622,"""JURONG POINT""","""4. Non-regulated products recycling""","""1 JURONG WEST CENTRAL 2, JURONG POINT, BESIDES SKECHERS #01-16H/J""",648886,648886,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.339452004,103.706685
623,"""WISMA ATRIA""","""4. Non-regulated products recycling""","""435 ORCHARD ROAD, WISMA ATRIA, LEVEL 6 BESIDE CARPARK""",238877,238877,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.303698907,103.8331896
624,"""SENGKANG GENERAL HOSPITAL""","""4. Non-regulated products recycling""","""110 SENGKANG EAST WAY, SENGKANG GENERAL HOSPITAL, LEVEL 8""",544886,544886,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.394299417,103.8930013
625,"""CHANGI GENERAL HOSPITAL""","""4. Non-regulated products recycling""","""2 SIMEI STREET 3, CHANGI GENERAL HOSPITAL""",529889,529889,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.340695382,103.9494212
626,"""ESR BIZPARK@CHANGI""","""4. Non-regulated products recycling""","""8 CHANGI BUSINESS PARK AVENUE 1, ESR BIZPARK #01-51""",486018,486018,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.334906513,103.9638798
627,"""SEMBAWANG SHOPPING CENTRE""","""4. Non-regulated products recycling""","""604 SEMBAWANG ROAD, SEMBAWANG SHOPPING CENTRE, 2F""",758459,758459,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.441853079,103.8249704
628,"""23 GHIM MOH LINK""","""4. Non-regulated products recycling""","""23 GHIM MOH LINK""",271023,271023,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.308635628,103.786332
629,"""SINGPOST CENTRE""","""4. Non-regulated products recycling""","""10 EUNOS ROAD 8, SINGPOST CENTRE""",408600,408600,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.318931326,103.8944829
630,"""SINGAPORE GENERAL HOSPITAL""","""4. Non-regulated products recycling""","""20 COLLEGE ROAD, ACADEMIA BUILDING""",169856,169856,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.281670381,103.8355855
631,"""SOUTH BEACH AVENUE""","""4. Non-regulated products recycling""","""26 BEACH ROAD, SOUTH BEACH AVENUE""",189768,189768,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.294431718,103.8560109
632,"""TZU CHI HUMANISTIC YOUTH CENTRE""","""4. Non-regulated products recycling""","""30A YISHUN CENTRAL 1, TZU CHI HUMANISTIC YOUTH CENTRE""",768796,768796,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.426537512,103.8383334
634,"""336A SEMBAWANG CRESCENT MSCP""","""4. Non-regulated products recycling""","""336A SEMBAWANG CRESCENT""",751336,751336,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.446638625,103.8150105
635,"""406A SEMBAWANG DRIVE MSCP""","""4. Non-regulated products recycling""","""406A SEMBAWANG DRIVE""",751406,751406,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.452736243,103.8172493
636,"""NORTHPOINT CITY""","""4. Non-regulated products recycling""","""930 YISHUN AVENUE 2, NORTHPOINT CITY, SOUTH WING, LEVEL 2""",769098,769098,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances""","""gaming consoles, audio systems, power supplies""",1.429244143,103.8361072
637,"""CHENG SAN COMMUNITY CENTRE""","""4. Non-regulated products recycling""","""6 ANG MO KIO STREET 53, CHENG SAN COMMUNITY CENTRE, LEVEL 1""",569205,569205,"""E-waste accepted: Non-regulated products only; E.g. Small household appliances, gaming consoles, audio systems, power supplies""","""https://www.kgs.com.sg/""",1.371780454,103.84957
